Molecule name: Ar    
  z             z-rho [g/ml]           z-rho [1/A^3]
 15.7712         0.0000000E+00          0.0000000E+00
 15.7812         0.0000000E+00          0.0000000E+00
 15.7912         0.0000000E+00          0.0000000E+00
 15.8012         0.0000000E+00          0.0000000E+00
 15.8112         0.0000000E+00          0.0000000E+00
 15.8212         0.0000000E+00          0.0000000E+00
 15.8312         0.0000000E+00          0.0000000E+00
 15.8412         0.0000000E+00          0.0000000E+00
 15.8512         0.0000000E+00          0.0000000E+00
 15.8612         0.0000000E+00          0.0000000E+00
 15.8712         0.0000000E+00          0.0000000E+00
 15.8812         0.0000000E+00          0.0000000E+00
 15.8912         0.0000000E+00          0.0000000E+00
 15.9012         0.0000000E+00          0.0000000E+00
 15.9112         0.0000000E+00          0.0000000E+00
 15.9212         0.0000000E+00          0.0000000E+00
 15.9312         0.0000000E+00          0.0000000E+00
 15.9413         0.0000000E+00          0.0000000E+00
 15.9513         0.0000000E+00          0.0000000E+00
 15.9613         0.0000000E+00          0.0000000E+00
 15.9713         0.0000000E+00          0.0000000E+00
 15.9813         0.0000000E+00          0.0000000E+00
 15.9913         0.0000000E+00          0.0000000E+00
 16.0013         0.0000000E+00          0.0000000E+00
 16.0113         0.0000000E+00          0.0000000E+00
 16.0213         0.0000000E+00          0.0000000E+00
 16.0313         0.0000000E+00          0.0000000E+00
 16.0413         0.0000000E+00          0.0000000E+00
 16.0513         0.0000000E+00          0.0000000E+00
 16.0613         0.0000000E+00          0.0000000E+00
 16.0713         0.0000000E+00          0.0000000E+00
 16.0813         0.0000000E+00          0.0000000E+00
 16.0913         0.0000000E+00          0.0000000E+00
 16.1013         0.0000000E+00          0.0000000E+00
 16.1113         0.0000000E+00          0.0000000E+00
 16.1213         0.0000000E+00          0.0000000E+00
 16.1313         0.0000000E+00          0.0000000E+00
 16.1413         0.0000000E+00          0.0000000E+00
 16.1513         0.0000000E+00          0.0000000E+00
 16.1613         0.0000000E+00          0.0000000E+00
 16.1713         0.0000000E+00          0.0000000E+00
 16.1813         0.0000000E+00          0.0000000E+00
 16.1913         0.0000000E+00          0.0000000E+00
 16.2013         0.0000000E+00          0.0000000E+00
 16.2113         0.0000000E+00          0.0000000E+00
 16.2213         0.0000000E+00          0.0000000E+00
 16.2313         0.0000000E+00          0.0000000E+00
 16.2413         0.0000000E+00          0.0000000E+00
 16.2513         0.0000000E+00          0.0000000E+00
 16.2613         0.0000000E+00          0.0000000E+00
 16.2713         0.0000000E+00          0.0000000E+00
 16.2813         0.0000000E+00          0.0000000E+00
 16.2913         0.0000000E+00          0.0000000E+00
 16.3013         0.0000000E+00          0.0000000E+00
 16.3113         0.0000000E+00          0.0000000E+00
 16.3213         0.0000000E+00          0.0000000E+00
 16.3313         0.0000000E+00          0.0000000E+00
 16.3413         0.0000000E+00          0.0000000E+00
 16.3513         0.0000000E+00          0.0000000E+00
 16.3613         0.0000000E+00          0.0000000E+00
 16.3713         0.0000000E+00          0.0000000E+00
 16.3813         0.0000000E+00          0.0000000E+00
 16.3913         0.0000000E+00          0.0000000E+00
 16.4013         0.0000000E+00          0.0000000E+00
 16.4113         0.0000000E+00          0.0000000E+00
 16.4214         0.0000000E+00          0.0000000E+00
 16.4314         0.0000000E+00          0.0000000E+00
 16.4414         0.0000000E+00          0.0000000E+00
 16.4514         0.0000000E+00          0.0000000E+00
 16.4614         0.0000000E+00          0.0000000E+00
 16.4714         0.0000000E+00          0.0000000E+00
 16.4814         0.0000000E+00          0.0000000E+00
 16.4914         0.0000000E+00          0.0000000E+00
 16.5014         0.0000000E+00          0.0000000E+00
 16.5114         0.0000000E+00          0.0000000E+00
 16.5214         0.0000000E+00          0.0000000E+00
 16.5314         0.0000000E+00          0.0000000E+00
 16.5414         0.0000000E+00          0.0000000E+00
 16.5514         0.0000000E+00          0.0000000E+00
 16.5614         0.0000000E+00          0.0000000E+00
 16.5714         0.0000000E+00          0.0000000E+00
 16.5814         0.0000000E+00          0.0000000E+00
 16.5914         0.0000000E+00          0.0000000E+00
 16.6014         0.0000000E+00          0.0000000E+00
 16.6114         0.0000000E+00          0.0000000E+00
 16.6214         0.0000000E+00          0.0000000E+00
 16.6314         0.0000000E+00          0.0000000E+00
 16.6414         0.0000000E+00          0.0000000E+00
 16.6514         0.0000000E+00          0.0000000E+00
 16.6614         0.0000000E+00          0.0000000E+00
 16.6714         0.0000000E+00          0.0000000E+00
 16.6814         0.0000000E+00          0.0000000E+00
 16.6914         0.0000000E+00          0.0000000E+00
 16.7014         0.0000000E+00          0.0000000E+00
 16.7114         0.0000000E+00          0.0000000E+00
 16.7214         0.0000000E+00          0.0000000E+00
 16.7314         0.0000000E+00          0.0000000E+00
 16.7414         0.0000000E+00          0.0000000E+00
 16.7514         0.0000000E+00          0.0000000E+00
 16.7614         0.0000000E+00          0.0000000E+00
 16.7714         0.0000000E+00          0.0000000E+00
 16.7814         0.0000000E+00          0.0000000E+00
 16.7914         0.0000000E+00          0.0000000E+00
 16.8014         0.0000000E+00          0.0000000E+00
 16.8114         0.0000000E+00          0.0000000E+00
 16.8214         0.0000000E+00          0.0000000E+00
 16.8314         0.0000000E+00          0.0000000E+00
 16.8414         0.0000000E+00          0.0000000E+00
 16.8514         0.0000000E+00          0.0000000E+00
 16.8614         0.0000000E+00          0.0000000E+00
 16.8714         0.0000000E+00          0.0000000E+00
 16.8814         0.0000000E+00          0.0000000E+00
 16.8915         0.0000000E+00          0.0000000E+00
 16.9015         0.0000000E+00          0.0000000E+00
 16.9115         0.0000000E+00          0.0000000E+00
 16.9215         0.0000000E+00          0.0000000E+00
 16.9315         0.0000000E+00          0.0000000E+00
 16.9415         0.0000000E+00          0.0000000E+00
 16.9515         0.0000000E+00          0.0000000E+00
 16.9615         0.0000000E+00          0.0000000E+00
 16.9715         0.0000000E+00          0.0000000E+00
 16.9815         0.0000000E+00          0.0000000E+00
 16.9915         0.0000000E+00          0.0000000E+00
 17.0015         0.0000000E+00          0.0000000E+00
 17.0115         0.0000000E+00          0.0000000E+00
 17.0215         0.0000000E+00          0.0000000E+00
 17.0315         0.0000000E+00          0.0000000E+00
 17.0415         0.0000000E+00          0.0000000E+00
 17.0515         0.0000000E+00          0.0000000E+00
 17.0615         0.0000000E+00          0.0000000E+00
 17.0715         0.0000000E+00          0.0000000E+00
 17.0815         0.0000000E+00          0.0000000E+00
 17.0915         0.0000000E+00          0.0000000E+00
 17.1015         0.0000000E+00          0.0000000E+00
 17.1115         0.0000000E+00          0.0000000E+00
 17.1215         0.0000000E+00          0.0000000E+00
 17.1315         0.0000000E+00          0.0000000E+00
 17.1415         0.0000000E+00          0.0000000E+00
 17.1515         0.0000000E+00          0.0000000E+00
 17.1615         0.0000000E+00          0.0000000E+00
 17.1715         0.0000000E+00          0.0000000E+00
 17.1815         0.0000000E+00          0.0000000E+00
 17.1915         0.0000000E+00          0.0000000E+00
 17.2015         0.0000000E+00          0.0000000E+00
 17.2115         0.0000000E+00          0.0000000E+00
 17.2215         0.0000000E+00          0.0000000E+00
 17.2315         0.0000000E+00          0.0000000E+00
 17.2415         0.0000000E+00          0.0000000E+00
 17.2515         0.0000000E+00          0.0000000E+00
 17.2615         0.0000000E+00          0.0000000E+00
 17.2715         0.0000000E+00          0.0000000E+00
 17.2815         0.0000000E+00          0.0000000E+00
 17.2915         0.0000000E+00          0.0000000E+00
 17.3015         0.0000000E+00          0.0000000E+00
 17.3115         0.0000000E+00          0.0000000E+00
 17.3215         0.0000000E+00          0.0000000E+00
 17.3315         0.0000000E+00          0.0000000E+00
 17.3415         0.0000000E+00          0.0000000E+00
 17.3515         0.0000000E+00          0.0000000E+00
 17.3616         0.0000000E+00          0.0000000E+00
 17.3716         0.0000000E+00          0.0000000E+00
 17.3816         0.0000000E+00          0.0000000E+00
 17.3916         0.0000000E+00          0.0000000E+00
 17.4016         0.0000000E+00          0.0000000E+00
 17.4116         0.0000000E+00          0.0000000E+00
 17.4216         0.0000000E+00          0.0000000E+00
 17.4316         0.0000000E+00          0.0000000E+00
 17.4416         0.0000000E+00          0.0000000E+00
 17.4516         0.0000000E+00          0.0000000E+00
 17.4616         0.0000000E+00          0.0000000E+00
 17.4716         0.0000000E+00          0.0000000E+00
 17.4816         0.0000000E+00          0.0000000E+00
 17.4916         0.0000000E+00          0.0000000E+00
 17.5016         0.0000000E+00          0.0000000E+00
 17.5116         0.0000000E+00          0.0000000E+00
 17.5216         0.0000000E+00          0.0000000E+00
 17.5316         0.0000000E+00          0.0000000E+00
 17.5416         0.0000000E+00          0.0000000E+00
 17.5516         0.0000000E+00          0.0000000E+00
 17.5616         0.0000000E+00          0.0000000E+00
 17.5716         0.0000000E+00          0.0000000E+00
 17.5816         0.0000000E+00          0.0000000E+00
 17.5916         0.0000000E+00          0.0000000E+00
 17.6016         0.0000000E+00          0.0000000E+00
 17.6116         0.0000000E+00          0.0000000E+00
 17.6216         0.0000000E+00          0.0000000E+00
 17.6316         0.0000000E+00          0.0000000E+00
 17.6416         0.0000000E+00          0.0000000E+00
 17.6516         0.0000000E+00          0.0000000E+00
 17.6616         0.0000000E+00          0.0000000E+00
 17.6716         0.0000000E+00          0.0000000E+00
 17.6816         0.0000000E+00          0.0000000E+00
 17.6916         0.0000000E+00          0.0000000E+00
 17.7016         0.0000000E+00          0.0000000E+00
 17.7116         0.0000000E+00          0.0000000E+00
 17.7216         0.0000000E+00          0.0000000E+00
 17.7316         0.0000000E+00          0.0000000E+00
 17.7416         0.0000000E+00          0.0000000E+00
 17.7516         0.0000000E+00          0.0000000E+00
 17.7616         0.0000000E+00          0.0000000E+00
 17.7716         0.0000000E+00          0.0000000E+00
 17.7816         0.0000000E+00          0.0000000E+00
 17.7916         0.0000000E+00          0.0000000E+00
 17.8016         0.0000000E+00          0.0000000E+00
 17.8116         0.0000000E+00          0.0000000E+00
 17.8216         0.0000000E+00          0.0000000E+00
 17.8316         0.0000000E+00          0.0000000E+00
 17.8417         0.0000000E+00          0.0000000E+00
 17.8517         0.0000000E+00          0.0000000E+00
 17.8617         0.0000000E+00          0.0000000E+00
 17.8717         0.0000000E+00          0.0000000E+00
 17.8817         0.0000000E+00          0.0000000E+00
 17.8917         0.0000000E+00          0.0000000E+00
 17.9017         0.0000000E+00          0.0000000E+00
 17.9117         0.0000000E+00          0.0000000E+00
 17.9217         0.0000000E+00          0.0000000E+00
 17.9317         0.0000000E+00          0.0000000E+00
 17.9417         0.0000000E+00          0.0000000E+00
 17.9517         0.0000000E+00          0.0000000E+00
 17.9617         0.0000000E+00          0.0000000E+00
 17.9717         0.0000000E+00          0.0000000E+00
 17.9817         0.0000000E+00          0.0000000E+00
 17.9917         0.0000000E+00          0.0000000E+00
 18.0017         0.0000000E+00          0.0000000E+00
 18.0117         0.0000000E+00          0.0000000E+00
 18.0217         0.0000000E+00          0.0000000E+00
 18.0317         0.0000000E+00          0.0000000E+00
 18.0417         0.0000000E+00          0.0000000E+00
 18.0517         0.0000000E+00          0.0000000E+00
 18.0617         0.0000000E+00          0.0000000E+00
 18.0717         0.0000000E+00          0.0000000E+00
 18.0817         0.0000000E+00          0.0000000E+00
 18.0917         0.0000000E+00          0.0000000E+00
 18.1017         0.0000000E+00          0.0000000E+00
 18.1117         0.0000000E+00          0.0000000E+00
 18.1217         0.0000000E+00          0.0000000E+00
 18.1317         0.0000000E+00          0.0000000E+00
 18.1417         0.0000000E+00          0.0000000E+00
 18.1517         0.0000000E+00          0.0000000E+00
 18.1617         0.0000000E+00          0.0000000E+00
 18.1717         0.0000000E+00          0.0000000E+00
 18.1817         0.0000000E+00          0.0000000E+00
 18.1917         0.0000000E+00          0.0000000E+00
 18.2017         0.0000000E+00          0.0000000E+00
 18.2117         0.0000000E+00          0.0000000E+00
 18.2217         0.0000000E+00          0.0000000E+00
 18.2317         0.0000000E+00          0.0000000E+00
 18.2417         0.0000000E+00          0.0000000E+00
 18.2517         0.0000000E+00          0.0000000E+00
 18.2617         0.0000000E+00          0.0000000E+00
 18.2717         0.0000000E+00          0.0000000E+00
 18.2817         0.0000000E+00          0.0000000E+00
 18.2917         0.0000000E+00          0.0000000E+00
 18.3017         0.0000000E+00          0.0000000E+00
 18.3118         0.0000000E+00          0.0000000E+00
 18.3218         0.0000000E+00          0.0000000E+00
 18.3318         0.0000000E+00          0.0000000E+00
 18.3418         0.0000000E+00          0.0000000E+00
 18.3518         0.0000000E+00          0.0000000E+00
 18.3618         0.0000000E+00          0.0000000E+00
 18.3718         0.0000000E+00          0.0000000E+00
 18.3818         0.0000000E+00          0.0000000E+00
 18.3918         0.0000000E+00          0.0000000E+00
 18.4018         0.0000000E+00          0.0000000E+00
 18.4118         0.0000000E+00          0.0000000E+00
 18.4218         0.0000000E+00          0.0000000E+00
 18.4318         0.0000000E+00          0.0000000E+00
 18.4418         0.0000000E+00          0.0000000E+00
 18.4518         0.0000000E+00          0.0000000E+00
 18.4618         0.0000000E+00          0.0000000E+00
 18.4718         0.0000000E+00          0.0000000E+00
 18.4818         0.0000000E+00          0.0000000E+00
 18.4918         0.0000000E+00          0.0000000E+00
 18.5018         0.0000000E+00          0.0000000E+00
 18.5118         0.0000000E+00          0.0000000E+00
 18.5218         0.0000000E+00          0.0000000E+00
 18.5318         0.0000000E+00          0.0000000E+00
 18.5418         0.0000000E+00          0.0000000E+00
 18.5518         0.0000000E+00          0.0000000E+00
 18.5618         0.0000000E+00          0.0000000E+00
 18.5718         0.0000000E+00          0.0000000E+00
 18.5818         0.0000000E+00          0.0000000E+00
 18.5918         0.0000000E+00          0.0000000E+00
 18.6018         0.0000000E+00          0.0000000E+00
 18.6118         0.0000000E+00          0.0000000E+00
 18.6218         0.0000000E+00          0.0000000E+00
 18.6318         0.0000000E+00          0.0000000E+00
 18.6418         0.0000000E+00          0.0000000E+00
 18.6518         0.0000000E+00          0.0000000E+00
 18.6618         0.0000000E+00          0.0000000E+00
 18.6718         0.0000000E+00          0.0000000E+00
 18.6818         0.0000000E+00          0.0000000E+00
 18.6918         0.0000000E+00          0.0000000E+00
 18.7018         0.0000000E+00          0.0000000E+00
 18.7118         0.0000000E+00          0.0000000E+00
 18.7218         0.0000000E+00          0.0000000E+00
 18.7318         0.0000000E+00          0.0000000E+00
 18.7418         0.0000000E+00          0.0000000E+00
 18.7518         0.0000000E+00          0.0000000E+00
 18.7618         0.0000000E+00          0.0000000E+00
 18.7718         0.0000000E+00          0.0000000E+00
 18.7819         0.0000000E+00          0.0000000E+00
 18.7919         0.0000000E+00          0.0000000E+00
 18.8019         0.0000000E+00          0.0000000E+00
 18.8119         0.0000000E+00          0.0000000E+00
 18.8219         0.0000000E+00          0.0000000E+00
 18.8319         0.0000000E+00          0.0000000E+00
 18.8419         0.0000000E+00          0.0000000E+00
 18.8519         0.0000000E+00          0.0000000E+00
 18.8619         0.0000000E+00          0.0000000E+00
 18.8719         0.0000000E+00          0.0000000E+00
 18.8819         0.0000000E+00          0.0000000E+00
 18.8919         0.0000000E+00          0.0000000E+00
 18.9019         0.0000000E+00          0.0000000E+00
 18.9119         0.0000000E+00          0.0000000E+00
 18.9219         0.0000000E+00          0.0000000E+00
 18.9319         0.0000000E+00          0.0000000E+00
 18.9419         0.0000000E+00          0.0000000E+00
 18.9519         0.0000000E+00          0.0000000E+00
 18.9619         0.0000000E+00          0.0000000E+00
 18.9719         0.0000000E+00          0.0000000E+00
 18.9819         0.0000000E+00          0.0000000E+00
 18.9919         0.0000000E+00          0.0000000E+00
 19.0019         0.0000000E+00          0.0000000E+00
 19.0119         0.0000000E+00          0.0000000E+00
 19.0219         0.0000000E+00          0.0000000E+00
 19.0319         0.0000000E+00          0.0000000E+00
 19.0419         0.0000000E+00          0.0000000E+00
 19.0519         0.0000000E+00          0.0000000E+00
 19.0619         0.0000000E+00          0.0000000E+00
 19.0719         0.0000000E+00          0.0000000E+00
 19.0819         0.0000000E+00          0.0000000E+00
 19.0919         0.0000000E+00          0.0000000E+00
 19.1019         0.0000000E+00          0.0000000E+00
 19.1119         0.0000000E+00          0.0000000E+00
 19.1219         0.0000000E+00          0.0000000E+00
 19.1319         0.0000000E+00          0.0000000E+00
 19.1419         0.0000000E+00          0.0000000E+00
 19.1519         0.0000000E+00          0.0000000E+00
 19.1619         0.0000000E+00          0.0000000E+00
 19.1719         0.0000000E+00          0.0000000E+00
 19.1819         0.0000000E+00          0.0000000E+00
 19.1919         0.0000000E+00          0.0000000E+00
 19.2019         0.0000000E+00          0.0000000E+00
 19.2119         0.0000000E+00          0.0000000E+00
 19.2219         0.0000000E+00          0.0000000E+00
 19.2319         0.0000000E+00          0.0000000E+00
 19.2419         0.0000000E+00          0.0000000E+00
 19.2519         0.0000000E+00          0.0000000E+00
 19.2620         0.0000000E+00          0.0000000E+00
 19.2720         0.0000000E+00          0.0000000E+00
 19.2820         0.0000000E+00          0.0000000E+00
 19.2920         0.0000000E+00          0.0000000E+00
 19.3020         0.0000000E+00          0.0000000E+00
 19.3120         0.0000000E+00          0.0000000E+00
 19.3220         0.0000000E+00          0.0000000E+00
 19.3320         0.0000000E+00          0.0000000E+00
 19.3420         0.0000000E+00          0.0000000E+00
 19.3520         0.0000000E+00          0.0000000E+00
 19.3620         0.0000000E+00          0.0000000E+00
 19.3720         0.0000000E+00          0.0000000E+00
 19.3820         0.0000000E+00          0.0000000E+00
 19.3920         0.0000000E+00          0.0000000E+00
 19.4020         0.0000000E+00          0.0000000E+00
 19.4120         0.0000000E+00          0.0000000E+00
 19.4220         0.0000000E+00          0.0000000E+00
 19.4320         0.0000000E+00          0.0000000E+00
 19.4420         0.0000000E+00          0.0000000E+00
 19.4520         0.0000000E+00          0.0000000E+00
 19.4620         0.0000000E+00          0.0000000E+00
 19.4720         0.0000000E+00          0.0000000E+00
 19.4820         0.0000000E+00          0.0000000E+00
 19.4920         0.0000000E+00          0.0000000E+00
 19.5020         0.0000000E+00          0.0000000E+00
 19.5120         0.0000000E+00          0.0000000E+00
 19.5220         0.0000000E+00          0.0000000E+00
 19.5320         0.0000000E+00          0.0000000E+00
 19.5420         0.0000000E+00          0.0000000E+00
 19.5520         0.0000000E+00          0.0000000E+00
 19.5620         0.0000000E+00          0.0000000E+00
 19.5720         0.0000000E+00          0.0000000E+00
 19.5820         0.0000000E+00          0.0000000E+00
 19.5920         0.0000000E+00          0.0000000E+00
 19.6020         0.0000000E+00          0.0000000E+00
 19.6120         0.0000000E+00          0.0000000E+00
 19.6220         0.0000000E+00          0.0000000E+00
 19.6320         0.0000000E+00          0.0000000E+00
 19.6420         0.0000000E+00          0.0000000E+00
 19.6520         0.0000000E+00          0.0000000E+00
 19.6620         0.0000000E+00          0.0000000E+00
 19.6720         0.0000000E+00          0.0000000E+00
 19.6820         0.0000000E+00          0.0000000E+00
 19.6920         0.0000000E+00          0.0000000E+00
 19.7020         0.0000000E+00          0.0000000E+00
 19.7120         0.0000000E+00          0.0000000E+00
 19.7220         0.0000000E+00          0.0000000E+00
 19.7321         0.0000000E+00          0.0000000E+00
 19.7421         0.0000000E+00          0.0000000E+00
 19.7521         0.0000000E+00          0.0000000E+00
 19.7621         0.0000000E+00          0.0000000E+00
 19.7721         0.0000000E+00          0.0000000E+00
 19.7821         0.0000000E+00          0.0000000E+00
 19.7921         0.2260608E+01          0.3407855E-01
 19.8021         0.0000000E+00          0.0000000E+00
 19.8121         0.0000000E+00          0.0000000E+00
 19.8221         0.0000000E+00          0.0000000E+00
 19.8321         0.3390912E+01          0.5111783E-01
 19.8421         0.0000000E+00          0.0000000E+00
 19.8521         0.0000000E+00          0.0000000E+00
 19.8621         0.0000000E+00          0.0000000E+00
 19.8721         0.0000000E+00          0.0000000E+00
 19.8821         0.2260608E+01          0.3407855E-01
 19.8921         0.0000000E+00          0.0000000E+00
 19.9021         0.1130304E+01          0.1703928E-01
 19.9121         0.2260608E+01          0.3407855E-01
 19.9221         0.5651520E+01          0.8519639E-01
 19.9321         0.4521216E+01          0.6815711E-01
 19.9421         0.4521216E+01          0.6815711E-01
 19.9521         0.5651520E+01          0.8519639E-01
 19.9621         0.1130304E+01          0.1703928E-01
 19.9721         0.1695456E+02          0.2555892E+00
 19.9821         0.0000000E+00          0.0000000E+00
 19.9921         0.1356365E+02          0.2044713E+00
 20.0021         0.2034547E+02          0.3067070E+00
 20.0121         0.9042432E+01          0.1363142E+00
 20.0221         0.1130304E+01          0.1703928E-01
 20.0321         0.1130304E+02          0.1703928E+00
 20.0421         0.1695456E+02          0.2555892E+00
 20.0521         0.7912128E+01          0.1192749E+00
 20.0621         0.1469395E+02          0.2215106E+00
 20.0721         0.6781824E+01          0.1022357E+00
 20.0821         0.1130304E+02          0.1703928E+00
 20.0921         0.1469395E+02          0.2215106E+00
 20.1021         0.2034547E+02          0.3067070E+00
 20.1121         0.1469395E+02          0.2215106E+00
 20.1221         0.2034547E+02          0.3067070E+00
 20.1321         0.2260608E+01          0.3407855E-01
 20.1421         0.2260608E+01          0.3407855E-01
 20.1521         0.9042432E+01          0.1363142E+00
 20.1621         0.1808486E+02          0.2726284E+00
 20.1721         0.1017274E+02          0.1533535E+00
 20.1821         0.1921517E+02          0.2896677E+00
 20.1921         0.1469395E+02          0.2215106E+00
 20.2022         0.1469395E+02          0.2215106E+00
 20.2122         0.1582426E+02          0.2385499E+00
 20.2222         0.7912128E+01          0.1192749E+00
 20.2322         0.1808486E+02          0.2726284E+00
 20.2422         0.3390912E+01          0.5111783E-01
 20.2522         0.1356365E+02          0.2044713E+00
 20.2622         0.1130304E+02          0.1703928E+00
 20.2722         0.3390912E+01          0.5111783E-01
 20.2822         0.6781824E+01          0.1022357E+00
 20.2922         0.9042432E+01          0.1363142E+00
 20.3022         0.3390912E+01          0.5111783E-01
 20.3122         0.2260608E+01          0.3407855E-01
 20.3222         0.5651520E+01          0.8519639E-01
 20.3322         0.4521216E+01          0.6815711E-01
 20.3422         0.1243334E+02          0.1874320E+00
 20.3522         0.5651520E+01          0.8519639E-01
 20.3622         0.1017274E+02          0.1533535E+00
 20.3722         0.6781824E+01          0.1022357E+00
 20.3822         0.5651520E+01          0.8519639E-01
 20.3922         0.4521216E+01          0.6815711E-01
 20.4022         0.1130304E+01          0.1703928E-01
 20.4122         0.1130304E+02          0.1703928E+00
 20.4222         0.4521216E+01          0.6815711E-01
 20.4322         0.7912128E+01          0.1192749E+00
 20.4422         0.3390912E+01          0.5111783E-01
 20.4522         0.9042432E+01          0.1363142E+00
 20.4622         0.6781824E+01          0.1022357E+00
 20.4722         0.6781824E+01          0.1022357E+00
 20.4822         0.1130304E+01          0.1703928E-01
 20.4922         0.1130304E+01          0.1703928E-01
 20.5022         0.1130304E+01          0.1703928E-01
 20.5122         0.4521216E+01          0.6815711E-01
 20.5222         0.0000000E+00          0.0000000E+00
 20.5322         0.1130304E+01          0.1703928E-01
 20.5422         0.0000000E+00          0.0000000E+00
 20.5522         0.9042432E+01          0.1363142E+00
 20.5622         0.0000000E+00          0.0000000E+00
 20.5722         0.0000000E+00          0.0000000E+00
 20.5822         0.0000000E+00          0.0000000E+00
 20.5922         0.0000000E+00          0.0000000E+00
 20.6022         0.4521216E+01          0.6815711E-01
 20.6122         0.0000000E+00          0.0000000E+00
 20.6222         0.4521216E+01          0.6815711E-01
 20.6322         0.0000000E+00          0.0000000E+00
 20.6422         0.0000000E+00          0.0000000E+00
 20.6522         0.0000000E+00          0.0000000E+00
 20.6622         0.0000000E+00          0.0000000E+00
 20.6722         0.0000000E+00          0.0000000E+00
 20.6823         0.2260608E+01          0.3407855E-01
 20.6923         0.0000000E+00          0.0000000E+00
 20.7023         0.0000000E+00          0.0000000E+00
 20.7123         0.0000000E+00          0.0000000E+00
 20.7223         0.0000000E+00          0.0000000E+00
 20.7323         0.0000000E+00          0.0000000E+00
 20.7423         0.3390912E+01          0.5111783E-01
 20.7523         0.0000000E+00          0.0000000E+00
 20.7623         0.0000000E+00          0.0000000E+00
 20.7723         0.0000000E+00          0.0000000E+00
 20.7823         0.0000000E+00          0.0000000E+00
 20.7923         0.0000000E+00          0.0000000E+00
 20.8023         0.0000000E+00          0.0000000E+00
 20.8123         0.0000000E+00          0.0000000E+00
 20.8223         0.0000000E+00          0.0000000E+00
 20.8323         0.0000000E+00          0.0000000E+00
 20.8423         0.0000000E+00          0.0000000E+00
 20.8523         0.0000000E+00          0.0000000E+00
 20.8623         0.0000000E+00          0.0000000E+00
 20.8723         0.0000000E+00          0.0000000E+00
 20.8823         0.0000000E+00          0.0000000E+00
 20.8923         0.0000000E+00          0.0000000E+00
 20.9023         0.0000000E+00          0.0000000E+00
 20.9123         0.0000000E+00          0.0000000E+00
 20.9223         0.0000000E+00          0.0000000E+00
 20.9323         0.0000000E+00          0.0000000E+00
 20.9423         0.0000000E+00          0.0000000E+00
 20.9523         0.0000000E+00          0.0000000E+00
 20.9623         0.0000000E+00          0.0000000E+00
 20.9723         0.0000000E+00          0.0000000E+00
 20.9823         0.0000000E+00          0.0000000E+00
 20.9923         0.0000000E+00          0.0000000E+00
 21.0023         0.0000000E+00          0.0000000E+00
 21.0123         0.0000000E+00          0.0000000E+00
 21.0223         0.0000000E+00          0.0000000E+00
 21.0323         0.0000000E+00          0.0000000E+00
 21.0423         0.0000000E+00          0.0000000E+00
 21.0523         0.0000000E+00          0.0000000E+00
 21.0623         0.0000000E+00          0.0000000E+00
 21.0723         0.0000000E+00          0.0000000E+00
 21.0823         0.0000000E+00          0.0000000E+00
 21.0923         0.0000000E+00          0.0000000E+00
 21.1023         0.0000000E+00          0.0000000E+00
 21.1123         0.0000000E+00          0.0000000E+00
 21.1223         0.0000000E+00          0.0000000E+00
 21.1323         0.0000000E+00          0.0000000E+00
 21.1423         0.0000000E+00          0.0000000E+00
 21.1524         0.0000000E+00          0.0000000E+00
 21.1624         0.0000000E+00          0.0000000E+00
 21.1724         0.0000000E+00          0.0000000E+00
 21.1824         0.0000000E+00          0.0000000E+00
 21.1924         0.0000000E+00          0.0000000E+00
 21.2024         0.0000000E+00          0.0000000E+00
 21.2124         0.0000000E+00          0.0000000E+00
 21.2224         0.0000000E+00          0.0000000E+00
 21.2324         0.0000000E+00          0.0000000E+00
 21.2424         0.0000000E+00          0.0000000E+00
 21.2524         0.0000000E+00          0.0000000E+00
 21.2624         0.0000000E+00          0.0000000E+00
 21.2724         0.0000000E+00          0.0000000E+00
 21.2824         0.0000000E+00          0.0000000E+00
 21.2924         0.0000000E+00          0.0000000E+00
 21.3024         0.0000000E+00          0.0000000E+00
 21.3124         0.0000000E+00          0.0000000E+00
 21.3224         0.0000000E+00          0.0000000E+00
 21.3324         0.0000000E+00          0.0000000E+00
 21.3424         0.0000000E+00          0.0000000E+00
 21.3524         0.0000000E+00          0.0000000E+00
 21.3624         0.0000000E+00          0.0000000E+00
 21.3724         0.0000000E+00          0.0000000E+00
 21.3824         0.0000000E+00          0.0000000E+00
 21.3924         0.0000000E+00          0.0000000E+00
 21.4024         0.0000000E+00          0.0000000E+00
 21.4124         0.0000000E+00          0.0000000E+00
 21.4224         0.0000000E+00          0.0000000E+00
 21.4324         0.0000000E+00          0.0000000E+00
 21.4424         0.0000000E+00          0.0000000E+00
 21.4524         0.0000000E+00          0.0000000E+00
 21.4624         0.0000000E+00          0.0000000E+00
 21.4724         0.0000000E+00          0.0000000E+00
 21.4824         0.0000000E+00          0.0000000E+00
 21.4924         0.0000000E+00          0.0000000E+00
 21.5024         0.0000000E+00          0.0000000E+00
 21.5124         0.0000000E+00          0.0000000E+00
 21.5224         0.0000000E+00          0.0000000E+00
 21.5324         0.0000000E+00          0.0000000E+00
 21.5424         0.0000000E+00          0.0000000E+00
 21.5524         0.0000000E+00          0.0000000E+00
 21.5624         0.0000000E+00          0.0000000E+00
 21.5724         0.0000000E+00          0.0000000E+00
